addCar,35000,20000,Gold,2000,130,15,5,TRUE,,,
addCar,40000,15000,Red,2017,110,9,2,TRUE,,,
addCar,50000,25000,Green,2015,120,12,5,FALSE,,,
upgradeCar,c2,,,,,,,,,,
addVan,150000,100000,Black,2014,115,9,1,150,,,
addVan,60000,45000,Gold,2017,110,7,3,120,,,
dcribeSpecialPropertieVan,v4,,,,,,,,,,
addVan,200000,130000,White,2006,107,10,6,110,,,
upgradVan,v3,,,,,,,,,,
addVan,70000,45000,Silver,2001,100,8,5,117,,,
addHybridMotorcycle,20000,10000,Gold,2014,110,1,TRUE,,,,
addHybridMotorcycle,30000,20000,Black,2021,110,1,FALSE,,,,
addMotorcycle,20000,10000,White,2014,110,7,TRUE,,,,
addMotorcycle,70000,55000,Gold,2019,110,3,FALSE,,,,
dcribeSpecialPropertieMotorcycle,m10,,,,,,,,,,
addMotorcycle,220000,120000,White,2014,110,7,TRUE,,,,
addMotorcycle,75000,60000,Red,2018,110,7,FALSE,,,,
addHybridMotorcycle,20000,10000,Black,2006,110,1,TRUE,,,,
addCar,65000,40000,Gold,2001,130,15,4,TRUE,,,
addCar,22000,17000,Red,2017,110,9,2,TRUE,,,
addCar,50000,25000,Green,2015,120,2,7,FALSE,,,
addVan,170000,120000,Black,2014,115,9,15,150,,,
addVan,70000,60000,Gold,2017,110,7,16,120,,,
addVan,205000,135000,White,2006,107,10,11,110,,,
addVan,76000,49000,Silver,2001,100,8,13,117,,,
addHybridMotorcycle,75000,60000,Gold,2014,110,1,TRUE,,,,
addHybridMotorcycle,30000,20000,Black,2021,110,1,FALSE,,,,
addHybridMotorcycle,19000,12000,White,2014,110,1,TRUE,,,,
addMotorcycle,70000,55000,Gold,2019,110,3,FALSE,,,,
addHybridMotorcycle,100000,92000,White,2014,110,1,TRUE,,,,
addMotorcycle,75000,60000,Red,2018,110,1,FALSE,,,,
addMotorcycle,25000,17000,Black,2006,110,8,TRUE,,,,
addHybridMotorcycle,75000,65000,Gold,2019,110,1,FALSE,,,,
addMotorcycle,110000,90000,White,2014,110,7,TRUE,,,,
addHybridMotorcycle,80000,60000,Red,2018,110,1,FALSE,,,,
addHybridMotorcycle,35000,21000,Black,2006,110,1,TRUE,,,,
addCar,70000,60000,Gold,2001,130,15,5,TRUE,,,
addHybridCar,32000,18000,Red,2017,110,1,2,FALSE,,,
addCar,50000,3500,Green,2015,120,2,7,TRUE,,,
addVan,200000,130000,Black,2014,115,9,15,112,,,
addVan,70000,50000,Gold,2017,110,7,16,120,,,
addVan,205000,175000,White,2006,107,10,11,150,,,
addVan,76000,59000,Silver,2001,100,8,13,120,,,
addHybridCar,70000,55000,Gold,2001,130,1,1,TRUE,,,
addHybridCar,37000,20000,Red,2017,110,1,2,FALSE,,,
addHybridCar,50000,35000,Green,2015,120,1,1,TRUE,,,
addVan,220000,170000,Black,2014,115,9,15,110,,,
addVan,75000,60000,Gold,2017,110,7,12,170,,,
addVan,215000,195000,White,2006,107,10,11,150,,,
addVan,85000,60000,Silver,2001,100,8,13,120,,,
addCar,79000,68000,Gold,2001,130,15,5,FALSE,,,
addHybridCar,32000,22000,Red,2017,110,1,2,TRUE,,,
addCar,60000,45000,Green,2015,120,2,7,FALSE,,,
addHybridCar,116000,90000,Red,2015,120,2,7,TRUE,,,
addHybridCar,115000,90000,Green,2022,120,1,7,FALSE,,,
addCustomer,1,Ahmed,Abom,54893265,M,1980,Jerusalem,20/03/2021,,,
addCustomer,2,Hasan,Abom,54893265,M,1995,Haifa,25/07/2020,,,
addCustomer,3,Alaa,Ganaem,54893265,F,1990,JudeaAndSamaria,10/10/2018,,,
addCustomer,4,Eyad,Cantor       ,54893265,M,2000,Northern,20/09/2019,,,
addCustomer,5,David,Abom,54893265,M,2005,Jerusalem,27/11/2021,,,
addCustomer,6,Ilan,Abom,54893265,M,1980,TelAviv,20/09/2017,,,
addCustomer,7,Ron,Ganaem,54893265,M,1995,Jerusalem,20/12/2021,,,
addCustomer,8,Hosni,Ganaem,54893265,M,1990,TelAviv,05/12/2017,,,
addCustomer,9,Soher,Abom,54893265,F,2000,Central,01/09/2021,,,
addCustomer,10,Gamela,Ganaem,54893265,F,2005,Haifa,19/07/2021,,,
addVIPCustomer,11,Lama,Abom,54893265,F,1980,Haifa,02/08/2016,0.1,,
addVIPCustomer,12,Ali,Ganaem,54893265,M,1995,JudeaAndSamaria,19/10/2017,0.15,,
addVIPCustomer,13,Idan,Abom,54893265,F,1990,Haifa,12/09/2020,0.1,,
addVIPCustomer,14,Tomer,Ganaem,54893265,M,2000,TelAviv,18/09/2017,0.1,,
addVIPCustomer,15,Hasan,Abom,54893265,M,2005,Haifa,19/07/2021,0.05,,
addVIPCustomer,16,Shadi,Ganaem,54893265,M,1980,JudeaAndSamaria,02/12/2017,0.2,,
addVIPCustomer,17,Seba,Abom,54893265,F,1995,Southern,05/06/2018,0.1,,
addVIPCustomer,18,Mohammed,Ganaem,54893265,M,1990,Haifa,15/08/2021,0.3,,
addVIPCustomer,19,Ahmed,Abom,54893265,M,2000,TelAviv,06/04/2018,0.1,,
addVIPCustomer,20,Adan,Ganaem,54893265,F,2005,Southern,07/09/2019,0.2,,
addVIPCustomer,20,Adan,Ganaem,54893265,F,2006,Southern,07/09/2019,0.2,,
addVIPCustomer,20,Adan,Ganaem,54893265,F,1500,Southern,07/09/2019,0.2,,
addEmployee,21,Asad,Alon,54685297,F,2024,02/12/2016,5000,1,,
addDepartment,1,Finance,,,,,,,,,
addDepartment,2,production,,,,,,,,,
addDepartment,3,Logistics,,,,,,,,,
addDepartment,4,Administration,,,,,,,,,
addDepartment,5,costumerService,,,,,,,,,
addDepartment,1,Finance,,,,,,,,,
addVIPCustomer,22,Adan,Ganaem,54893265,F,1500,Southern,07/09/2019,0.2,,
addEmployee,22,Asad,Alon,54685297,F,2001,02/12/2016,5000,1,,
addEmployee,23,yahya,Alon,54685266,F,2005,03/01/2018,6700,3,,
addEmployee,24,ali,Alon,54685298,F,1989,02/12/2020,3600,4,,
addEmployee,25,etay,Alon,54685299,F,1999,09/12/2017,4700,5,,
addEmployee,26,amit,Alon,546852912,M,1990,03/11/2018,4100,1,,
addEmployee,27,raslan,Alon,54685297,M,1975,22/09/2021,5400,2,,
addEmployee,28,yasmeen,Alon,54685247,F,1980,02/01/2015,5600,3,,
addEmployee,29,ahmad,Alon,54685745,F,2001,04/05/2018,5900,4,,
addEmployee,30,hosni,Alon,54685298,F,2005,08/12/2017,4780,5,,
addDepartmentManager,31,mohammed,Alon,54685298,F,1989,05/12/2019,6000,1,04/02/2020,1500
addDepartmentManager,32,David,Alon,5468,F,1999,02/12/2016,6200,2,06/02/2017,1700
addDepartmentManager,33,David,Alon,5468,M,1990,02/12/2019,4700,3,01/05/2019,1300
addDepartmentManager,34,David,Alon,5468,M,1975,02/12/2016,6000,4,02/07/2018,1600
addDepartmentManager,35,David,Alone,5468,M,1990,02/11/2015,5800,5,19/02/2018,1200
addDepartmentManager,35,David,Alone,5468,M,1990,02/12/2015,5800,5,19/01/2017,1200
addDeal,1,01/02/2020,2000,c1,c2,v3,v4,,,,
addDeal,2,01/02/2022,1500,c2,v5,m7,null,,,,
addDeal,3,01/02/2021,1700,c14,null,m9,null,,,,
addDeal,1,01/02/2021,2500,m10,c50,m30,null,,,,
addDeal,4,01/02/2021,2000,c16,m27,c41,null,,,,
addDeal,5,01/02/2021,1300,c32,m28,v35,m25,,,,
addDeal,1,01/02/2021,2000,c33,m31,v38,v35,,,,
addDeal,7,01/02/2021,1600,c34,c33,null,null,,,,
addDeal,17,01/02/2021,2000,c39,v35,null,null,,,,
addDeal,6,01/02/2021,2300,c40,m21,m23,null,,,,
addDeal,3,01/02/2021,2200,c41,null,null,null,,,,
addDeal,19,01/02/2021,1900,c46,v18,null,null,,,,
addDeal,3,01/02/2021,2200,m12,null,null,null,,,,
addDeal,3,01/02/2021,2200,c41,null,null,null,,,,
addDeal,19,01/02/2021,1900,m21,null,null,null,,,,
addCar,50000,25000,Green,2015,120,5,10,FALSE,,,
addVan,205000,175000,White,2006,107,25,5,150,,,
addCar,50000,25000,Green,2015,120,17,9,FALSE,,,
removeHybridCar,c34,,,,,,,,,,
removeCar,c2,,,,,,,,,,
removeVan,v75,,,,,,,,,,
removeVan,v4,,,,,,,,,,
removeVan,v20,,,,,,,,,,
removeMotorcycle,m31,,,,,,,,,,
removeMotorcycle,m11,,,,,,,,,,
removeHybridMotorcycle,m9,,,,,,,,,,
removeCustomer,19,,,,,,,,,,
removeCustomer,8,,,,,,,,,,
removeCustomer,10,,,,,,,,,,
removeVIPCustomer,11,,,,,,,,,,
removeVIPCustomer,14,,,,,,,,,,
removeVIPCustomer,50,,,,,,,,,,
removeEmployee,23,,,,,,,,,,
removeDepartmentManager,32,,,,,,,,,,
removeEmployee,90,,,,,,,,,,
removeDeal,0,,,,,,,,,,
removeDeal,4,,,,,,,,,,
removeDeal,18,,,,,,,,,,
removeDepartment,5,,,,,,,,,,
removeDepartment,10,,,,,,,,,,
space,,,,,,,,,,,
allCustomersDeals,,,,,,,,,,,
space,,,,,,,,,,,
allDepartmentEmployees,,,,,,,,,,,
space,,,,,,,,,,,
diversity,,,,,,,,,,,
personsByGenderAndYearOfBirth,,,,,,,,,,,
countOfVehiclesTransportationByColor,,,,,,,,,,,
avgPollutionLevelOfDeal,1,,,,,,,,,,
avgPollutionLevelOfDeal,3,,,,,,,,,,
avgPollutionLevelOfDeal,5,,,,,,,,,,
avgPollutionLevelOfAllVehiclesTransportation,,,,,,,,,,,
isGlobalStandard,,,,,,,,,,,
appointmentOfNewDepartmentManager,2,,,,,,,,,,
appointmentOfNewDepartmentManager,3,,,,,,,,,,
totalProfit,,,,,,,,,,,
relativePrecentageOfHybrid,,,,,,,,,,,
howManyHybridVehiclesTransportationNeeded,,,,,,,,,,,
idOfDealWithMinAvgPollutionLevel,,,,,,,,,,,
allEmployees,7,,,,,,,,,,
allEmployees,50,,,,,,,,,,
allCustomers,,,,,,,,,,,
allVehicleTransportations,,,,,,,,,,,
allCustomersCmp,,,,,,,,,,,
getBestsDeal,ArithmeticMean,10,,,,,,,,,
getBestsDeal,GeometricMean,11,,,,,,,,,
getBestsDeal,HarmonicMean,12,,,,,,,,,
AllBestsDepManger,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
finish,,,,,,,,,,,
